Balayage;Temps;Temps;S304;S 305
426;27/01/2023 11:18;27/01/2023 11:18;49,528;50,038
427;27/01/2023 11:18;27/01/2023 11:18;49,531;50,044
428;27/01/2023 11:18;27/01/2023 11:18;49,531;50,055
429;27/01/2023 11:18;27/01/2023 11:18;49,532;50,059
430;27/01/2023 11:19;27/01/2023 11:19;49,533;50,054
431;27/01/2023 11:19;27/01/2023 11:19;49,535;50,058
432;27/01/2023 11:19;27/01/2023 11:19;49,538;50,05
433;27/01/2023 11:19;27/01/2023 11:19;49,537;50,052
434;27/01/2023 11:19;27/01/2023 11:19;49,537;50,054
435;27/01/2023 11:19;27/01/2023 11:19;49,539;50,052
436;27/01/2023 11:19;27/01/2023 11:19;49,54;50,059
437;27/01/2023 11:19;27/01/2023 11:19;49,54;50,05
438;27/01/2023 11:19;27/01/2023 11:19;49,542;50,056
439;27/01/2023 11:19;27/01/2023 11:19;49,543;50,06
440;27/01/2023 11:19;27/01/2023 11:19;49,541;50,061
441;27/01/2023 11:19;27/01/2023 11:19;49,542;50,076
442;27/01/2023 11:20;27/01/2023 11:20;49,543;50,056
443;27/01/2023 11:20;27/01/2023 11:20;49,543;50,062
444;27/01/2023 11:20;27/01/2023 11:20;49,545;50,065
445;27/01/2023 11:20;27/01/2023 11:20;49,546;50,051
446;27/01/2023 11:20;27/01/2023 11:20;49,546;50,059
447;27/01/2023 11:20;27/01/2023 11:20;49,545;50,069
448;27/01/2023 11:20;27/01/2023 11:20;49,547;50,057
449;27/01/2023 11:20;27/01/2023 11:20;49,544;50,059
450;27/01/2023 11:20;27/01/2023 11:20;49,545;50,067
451;27/01/2023 11:20;27/01/2023 11:20;49,547;50,067
452;27/01/2023 11:20;27/01/2023 11:20;49,547;50,07
453;27/01/2023 11:20;27/01/2023 11:20;49,547;50,07
454;27/01/2023 11:21;27/01/2023 11:21;49,549;50,067
455;27/01/2023 11:21;27/01/2023 11:21;49,547;50,068
456;27/01/2023 11:21;27/01/2023 11:21;49,546;50,074
457;27/01/2023 11:21;27/01/2023 11:21;49,547;50,072
458;27/01/2023 11:21;27/01/2023 11:21;49,546;50,072
459;27/01/2023 11:21;27/01/2023 11:21;49,547;50,058
460;27/01/2023 11:21;27/01/2023 11:21;49,548;50,07
461;27/01/2023 11:21;27/01/2023 11:21;49,547;50,064
462;27/01/2023 11:21;27/01/2023 11:21;49,548;50,073
463;27/01/2023 11:21;27/01/2023 11:21;49,55;50,072
464;27/01/2023 11:21;27/01/2023 11:21;49,548;50,092
465;27/01/2023 11:21;27/01/2023 11:21;49,548;50,105
466;27/01/2023 11:22;27/01/2023 11:22;49,549;50,077
467;27/01/2023 11:22;27/01/2023 11:22;49,55;50,098
468;27/01/2023 11:22;27/01/2023 11:22;49,548;50,109
469;27/01/2023 11:22;27/01/2023 11:22;49,546;50,121
470;27/01/2023 11:22;27/01/2023 11:22;49,547;50,067
471;27/01/2023 11:22;27/01/2023 11:22;49,548;50,072
472;27/01/2023 11:22;27/01/2023 11:22;49,548;50,083
473;27/01/2023 11:22;27/01/2023 11:22;49,546;50,074
474;27/01/2023 11:22;27/01/2023 11:22;49,546;50,104
475;27/01/2023 11:22;27/01/2023 11:22;49,548;50,077
476;27/01/2023 11:22;27/01/2023 11:22;49,548;50,093
477;27/01/2023 11:22;27/01/2023 11:22;49,546;50,114
478;27/01/2023 11:23;27/01/2023 11:23;49,548;50,122
479;27/01/2023 11:23;27/01/2023 11:23;49,545;50,134
480;27/01/2023 11:23;27/01/2023 11:23;49,546;50,098
481;27/01/2023 11:23;27/01/2023 11:23;49,547;50,089
482;27/01/2023 11:23;27/01/2023 11:23;49,548;50,092
483;27/01/2023 11:23;27/01/2023 11:23;49,545;50,084
484;27/01/2023 11:23;27/01/2023 11:23;49,546;50,08
485;27/01/2023 11:23;27/01/2023 11:23;49,548;50,093
486;27/01/2023 11:23;27/01/2023 11:23;49,548;50,123
487;27/01/2023 11:23;27/01/2023 11:23;49,546;50,104
488;27/01/2023 11:23;27/01/2023 11:23;49,545;50,101
489;27/01/2023 11:23;27/01/2023 11:23;49,547;50,072
490;27/01/2023 11:24;27/01/2023 11:24;49,545;50,067
491;27/01/2023 11:24;27/01/2023 11:24;49,547;50,076
492;27/01/2023 11:24;27/01/2023 11:24;49,547;50,065
493;27/01/2023 11:24;27/01/2023 11:24;49,545;50,084
494;27/01/2023 11:24;27/01/2023 11:24;49,546;50,054
495;27/01/2023 11:24;27/01/2023 11:24;49,546;50,064
496;27/01/2023 11:24;27/01/2023 11:24;49,549;50,047
497;27/01/2023 11:24;27/01/2023 11:24;49,549;50,058
498;27/01/2023 11:24;27/01/2023 11:24;49,549;50,068
499;27/01/2023 11:24;27/01/2023 11:24;49,547;50,066
500;27/01/2023 11:24;27/01/2023 11:24;49,548;50,056
501;27/01/2023 11:24;27/01/2023 11:24;49,549;50,056
502;27/01/2023 11:25;27/01/2023 11:25;49,551;50,06
503;27/01/2023 11:25;27/01/2023 11:25;49,55;50,063
504;27/01/2023 11:25;27/01/2023 11:25;49,552;50,048
505;27/01/2023 11:25;27/01/2023 11:25;49,552;50,051
506;27/01/2023 11:25;27/01/2023 11:25;49,551;50,049
507;27/01/2023 11:25;27/01/2023 11:25;49,554;50,048
508;27/01/2023 11:25;27/01/2023 11:25;49,552;50,043
509;27/01/2023 11:25;27/01/2023 11:25;49,554;50,052
510;27/01/2023 11:25;27/01/2023 11:25;49,55;50,055
511;27/01/2023 11:25;27/01/2023 11:25;49,553;50,056
512;27/01/2023 11:25;27/01/2023 11:25;49,552;50,048
513;27/01/2023 11:25;27/01/2023 11:25;49,553;50,054
514;27/01/2023 11:26;27/01/2023 11:26;49,554;50,056
515;27/01/2023 11:26;27/01/2023 11:26;49,555;50,059
516;27/01/2023 11:26;27/01/2023 11:26;49,554;50,06
517;27/01/2023 11:26;27/01/2023 11:26;49,555;50,058
518;27/01/2023 11:26;27/01/2023 11:26;49,554;50,058
519;27/01/2023 11:26;27/01/2023 11:26;49,555;50,048
520;27/01/2023 11:26;27/01/2023 11:26;49,553;50,052
521;27/01/2023 11:26;27/01/2023 11:26;49,554;50,043
522;27/01/2023 11:26;27/01/2023 11:26;49,555;50,053
523;27/01/2023 11:26;27/01/2023 11:26;49,555;50,049
524;27/01/2023 11:26;27/01/2023 11:26;49,555;50,063
525;27/01/2023 11:26;27/01/2023 11:26;49,555;50,046
526;27/01/2023 11:27;27/01/2023 11:27;49,555;50,058
527;27/01/2023 11:27;27/01/2023 11:27;49,556;50,053
528;27/01/2023 11:27;27/01/2023 11:27;49,557;50,058
529;27/01/2023 11:27;27/01/2023 11:27;49,557;50,077
530;27/01/2023 11:27;27/01/2023 11:27;49,556;50,058
531;27/01/2023 11:27;27/01/2023 11:27;49,555;50,072
532;27/01/2023 11:27;27/01/2023 11:27;49,554;50,086
533;27/01/2023 11:27;27/01/2023 11:27;49,553;50,074
534;27/01/2023 11:27;27/01/2023 11:27;49,554;50,064
535;27/01/2023 11:27;27/01/2023 11:27;49,556;50,079
536;27/01/2023 11:27;27/01/2023 11:27;49,555;50,061
537;27/01/2023 11:27;27/01/2023 11:27;49,555;50,07
538;27/01/2023 11:28;27/01/2023 11:28;49,556;50,06
539;27/01/2023 11:28;27/01/2023 11:28;49,555;50,067
540;27/01/2023 11:28;27/01/2023 11:28;49,555;50,06
541;27/01/2023 11:28;27/01/2023 11:28;49,555;50,053
542;27/01/2023 11:28;27/01/2023 11:28;49,555;50,055
543;27/01/2023 11:28;27/01/2023 11:28;49,553;50,047
544;27/01/2023 11:28;27/01/2023 11:28;49,556;50,052
545;27/01/2023 11:28;27/01/2023 11:28;49,556;50,058
546;27/01/2023 11:28;27/01/2023 11:28;49,556;50,047
547;27/01/2023 11:28;27/01/2023 11:28;49,553;50,044
548;27/01/2023 11:28;27/01/2023 11:28;49,557;50,053
549;27/01/2023 11:28;27/01/2023 11:28;49,557;50,061
550;27/01/2023 11:29;27/01/2023 11:29;49,555;50,045
551;27/01/2023 11:29;27/01/2023 11:29;49,555;50,056
552;27/01/2023 11:29;27/01/2023 11:29;49,554;50,089
553;27/01/2023 11:29;27/01/2023 11:29;49,555;50,103
554;27/01/2023 11:29;27/01/2023 11:29;49,555;50,107
555;27/01/2023 11:29;27/01/2023 11:29;49,553;50,096
556;27/01/2023 11:29;27/01/2023 11:29;49,553;50,096
557;27/01/2023 11:29;27/01/2023 11:29;49,554;50,104
558;27/01/2023 11:29;27/01/2023 11:29;49,555;50,089
559;27/01/2023 11:29;27/01/2023 11:29;49,553;50,086
560;27/01/2023 11:29;27/01/2023 11:29;49,555;50,093
561;27/01/2023 11:29;27/01/2023 11:29;49,555;50,085
562;27/01/2023 11:30;27/01/2023 11:30;49,557;50,065
563;27/01/2023 11:30;27/01/2023 11:30;49,556;50,07
564;27/01/2023 11:30;27/01/2023 11:30;49,559;50,07
565;27/01/2023 11:30;27/01/2023 11:30;49,569;50,105
566;27/01/2023 11:30;27/01/2023 11:30;49,59;50,156
567;27/01/2023 11:30;27/01/2023 11:30;49,624;50,206
568;27/01/2023 11:30;27/01/2023 11:30;49,674;50,304
569;27/01/2023 11:30;27/01/2023 11:30;49,741;50,42
570;27/01/2023 11:30;27/01/2023 11:30;49,835;50,57
571;27/01/2023 11:30;27/01/2023 11:30;49,947;50,751
572;27/01/2023 11:30;27/01/2023 11:30;50,088;50,974
573;27/01/2023 11:30;27/01/2023 11:30;50,254;51,223
574;27/01/2023 11:31;27/01/2023 11:31;50,457;51,513
575;27/01/2023 11:31;27/01/2023 11:31;50,687;51,823
576;27/01/2023 11:31;27/01/2023 11:31;50,946;52,186
577;27/01/2023 11:31;27/01/2023 11:31;51,235;52,592
578;27/01/2023 11:31;27/01/2023 11:31;51,561;53,011
579;27/01/2023 11:31;27/01/2023 11:31;51,913;53,467
580;27/01/2023 11:31;27/01/2023 11:31;52,296;53,954
581;27/01/2023 11:31;27/01/2023 11:31;52,718;54,474
582;27/01/2023 11:31;27/01/2023 11:31;53,169;55,023
583;27/01/2023 11:31;27/01/2023 11:31;53,644;55,605
584;27/01/2023 11:31;27/01/2023 11:31;54,145;56,199
585;27/01/2023 11:31;27/01/2023 11:31;54,668;56,832
586;27/01/2023 11:32;27/01/2023 11:32;55,231;57,485
587;27/01/2023 11:32;27/01/2023 11:32;55,817;58,163
588;27/01/2023 11:32;27/01/2023 11:32;56,419;58,839
589;27/01/2023 11:32;27/01/2023 11:32;57,029;59,55
590;27/01/2023 11:32;27/01/2023 11:32;57,66;60,205
591;27/01/2023 11:32;27/01/2023 11:32;58,29;60,881
592;27/01/2023 11:32;27/01/2023 11:32;58,926;61,562
593;27/01/2023 11:32;27/01/2023 11:32;59,555;62,197
594;27/01/2023 11:32;27/01/2023 11:32;60,186;62,825
595;27/01/2023 11:32;27/01/2023 11:32;60,793;63,393
596;27/01/2023 11:32;27/01/2023 11:32;61,386;63,98
597;27/01/2023 11:32;27/01/2023 11:32;61,977;64,548
598;27/01/2023 11:33;27/01/2023 11:33;62,545;65,046
599;27/01/2023 11:33;27/01/2023 11:33;63,085;65,571
600;27/01/2023 11:33;27/01/2023 11:33;63,607;66,046
601;27/01/2023 11:33;27/01/2023 11:33;64,113;66,487
602;27/01/2023 11:33;27/01/2023 11:33;64,596;66,925
603;27/01/2023 11:33;27/01/2023 11:33;65,063;67,346
604;27/01/2023 11:33;27/01/2023 11:33;65,503;67,736
605;27/01/2023 11:33;27/01/2023 11:33;65,922;68,095
606;27/01/2023 11:33;27/01/2023 11:33;66,323;68,462
607;27/01/2023 11:33;27/01/2023 11:33;66,699;68,75
608;27/01/2023 11:33;27/01/2023 11:33;67,063;69,067
609;27/01/2023 11:33;27/01/2023 11:33;67,394;69,338
610;27/01/2023 11:34;27/01/2023 11:34;67,693;69,567
611;27/01/2023 11:34;27/01/2023 11:34;67,984;69,793
612;27/01/2023 11:34;27/01/2023 11:34;68,258;70,016
613;27/01/2023 11:34;27/01/2023 11:34;68,501;70,211
614;27/01/2023 11:34;27/01/2023 11:34;68,736;70,383
615;27/01/2023 11:34;27/01/2023 11:34;68,945;70,513
616;27/01/2023 11:34;27/01/2023 11:34;69,126;70,646
617;27/01/2023 11:34;27/01/2023 11:34;69,295;70,768
618;27/01/2023 11:34;27/01/2023 11:34;69,451;70,855
619;27/01/2023 11:34;27/01/2023 11:34;69,592;70,937
620;27/01/2023 11:34;27/01/2023 11:34;69,711;71,005
621;27/01/2023 11:34;27/01/2023 11:34;69,81;71,084
622;27/01/2023 11:35;27/01/2023 11:35;69,895;71,104
623;27/01/2023 11:35;27/01/2023 11:35;69,971;71,146
624;27/01/2023 11:35;27/01/2023 11:35;70,03;71,18
625;27/01/2023 11:35;27/01/2023 11:35;70,087;71,186
626;27/01/2023 11:35;27/01/2023 11:35;70,121;71,169
627;27/01/2023 11:35;27/01/2023 11:35;70,166;71,155
628;27/01/2023 11:35;27/01/2023 11:35;70,183;71,155
629;27/01/2023 11:35;27/01/2023 11:35;70,2;71,16
630;27/01/2023 11:35;27/01/2023 11:35;70,214;71,118
631;27/01/2023 11:35;27/01/2023 11:35;70,214;71,081
632;27/01/2023 11:35;27/01/2023 11:35;70,205;71,064
633;27/01/2023 11:35;27/01/2023 11:35;70,194;71,025
634;27/01/2023 11:36;27/01/2023 11:36;70,177;71,008
635;27/01/2023 11:36;27/01/2023 11:36;70,169;70,974
636;27/01/2023 11:36;27/01/2023 11:36;70,146;70,9
637;27/01/2023 11:36;27/01/2023 11:36;70,115;70,875
638;27/01/2023 11:36;27/01/2023 11:36;70,087;70,844
639;27/01/2023 11:36;27/01/2023 11:36;70,058;70,787
640;27/01/2023 11:36;27/01/2023 11:36;70,036;70,765
641;27/01/2023 11:36;27/01/2023 11:36;70,007;70,725
642;27/01/2023 11:36;27/01/2023 11:36;69,971;70,686
643;27/01/2023 11:36;27/01/2023 11:36;69,934;70,629
644;27/01/2023 11:36;27/01/2023 11:36;69,909;70,587
645;27/01/2023 11:36;27/01/2023 11:36;69,872;70,561
646;27/01/2023 11:37;27/01/2023 11:37;69,844;70,53
647;27/01/2023 11:37;27/01/2023 11:37;69,815;70,485
648;27/01/2023 11:37;27/01/2023 11:37;69,784;70,468
649;27/01/2023 11:37;27/01/2023 11:37;69,756;70,457
650;27/01/2023 11:37;27/01/2023 11:37;69,728;70,403
651;27/01/2023 11:37;27/01/2023 11:37;69,699;70,361
652;27/01/2023 11:37;27/01/2023 11:37;69,671;70,341
653;27/01/2023 11:37;27/01/2023 11:37;69,643;70,31
654;27/01/2023 11:37;27/01/2023 11:37;69,615;70,301
655;27/01/2023 11:37;27/01/2023 11:37;69,598;70,304
656;27/01/2023 11:37;27/01/2023 11:37;69,575;70,248
657;27/01/2023 11:37;27/01/2023 11:37;69,561;70,251
658;27/01/2023 11:38;27/01/2023 11:38;69,538;70,211
659;27/01/2023 11:38;27/01/2023 11:38;69,519;70,211
660;27/01/2023 11:38;27/01/2023 11:38;69,505;70,188
661;27/01/2023 11:38;27/01/2023 11:38;69,493;70,154
662;27/01/2023 11:38;27/01/2023 11:38;69,471;70,129
663;27/01/2023 11:38;27/01/2023 11:38;69,465;70,112
664;27/01/2023 11:38;27/01/2023 11:38;69,454;70,132
665;27/01/2023 11:38;27/01/2023 11:38;69,437;70,137
666;27/01/2023 11:38;27/01/2023 11:38;69,431;70,098
667;27/01/2023 11:38;27/01/2023 11:38;69,428;70,115
668;27/01/2023 11:38;27/01/2023 11:38;69,417;70,129
669;27/01/2023 11:38;27/01/2023 11:38;69,414;70,157
670;27/01/2023 11:39;27/01/2023 11:39;69,408;70,129
671;27/01/2023 11:39;27/01/2023 11:39;69,4;70,095
672;27/01/2023 11:39;27/01/2023 11:39;69,408;70,092
673;27/01/2023 11:39;27/01/2023 11:39;69,406;70,098
674;27/01/2023 11:39;27/01/2023 11:39;69,397;70,064
675;27/01/2023 11:39;27/01/2023 11:39;69,394;70,084
676;27/01/2023 11:39;27/01/2023 11:39;69,397;70,104
677;27/01/2023 11:39;27/01/2023 11:39;69,392;70,104
678;27/01/2023 11:39;27/01/2023 11:39;69,394;70,092
679;27/01/2023 11:39;27/01/2023 11:39;69,394;70,115
680;27/01/2023 11:39;27/01/2023 11:39;69,397;70,115
681;27/01/2023 11:39;27/01/2023 11:39;69,406;70,067
682;27/01/2023 11:40;27/01/2023 11:40;69,394;70,084
683;27/01/2023 11:40;27/01/2023 11:40;69,408;70,07
684;27/01/2023 11:40;27/01/2023 11:40;69,408;70,092
685;27/01/2023 11:40;27/01/2023 11:40;69,406;70,07
686;27/01/2023 11:40;27/01/2023 11:40;69,417;70,07
687;27/01/2023 11:40;27/01/2023 11:40;69,417;70,089
688;27/01/2023 11:40;27/01/2023 11:40;69,411;70,084
689;27/01/2023 11:40;27/01/2023 11:40;69,417;70,112
690;27/01/2023 11:40;27/01/2023 11:40;69,425;70,089
691;27/01/2023 11:40;27/01/2023 11:40;69,428;70,087
692;27/01/2023 11:40;27/01/2023 11:40;69,437;70,075
693;27/01/2023 11:40;27/01/2023 11:40;69,434;70,075
694;27/01/2023 11:41;27/01/2023 11:41;69,437;70,081
695;27/01/2023 11:41;27/01/2023 11:41;69,445;70,081
696;27/01/2023 11:41;27/01/2023 11:41;69,448;70,084
697;27/01/2023 11:41;27/01/2023 11:41;69,457;70,095
698;27/01/2023 11:41;27/01/2023 11:41;69,454;70,112
699;27/01/2023 11:41;27/01/2023 11:41;69,459;70,118
700;27/01/2023 11:41;27/01/2023 11:41;69,454;70,106
701;27/01/2023 11:41;27/01/2023 11:41;69,468;70,095
702;27/01/2023 11:41;27/01/2023 11:41;69,471;70,095
703;27/01/2023 11:41;27/01/2023 11:41;69,473;70,095
704;27/01/2023 11:41;27/01/2023 11:41;69,473;70,106
705;27/01/2023 11:41;27/01/2023 11:41;69,476;70,095
706;27/01/2023 11:42;27/01/2023 11:42;69,485;70,098
707;27/01/2023 11:42;27/01/2023 11:42;69,479;70,101
708;27/01/2023 11:42;27/01/2023 11:42;69,485;70,092
709;27/01/2023 11:42;27/01/2023 11:42;69,482;70,098
710;27/01/2023 11:42;27/01/2023 11:42;69,493;70,098
711;27/01/2023 11:42;27/01/2023 11:42;69,485;70,106
712;27/01/2023 11:42;27/01/2023 11:42;69,493;70,104
713;27/01/2023 11:42;27/01/2023 11:42;69,488;70,112
714;27/01/2023 11:42;27/01/2023 11:42;69,502;70,109
715;27/01/2023 11:42;27/01/2023 11:42;69,499;70,118
716;27/01/2023 11:42;27/01/2023 11:42;69,493;70,101
717;27/01/2023 11:42;27/01/2023 11:42;69,499;70,098
718;27/01/2023 11:43;27/01/2023 11:43;69,502;70,112
719;27/01/2023 11:43;27/01/2023 11:43;69,51;70,109
720;27/01/2023 11:43;27/01/2023 11:43;69,502;70,106
721;27/01/2023 11:43;27/01/2023 11:43;69,507;70,106
722;27/01/2023 11:43;27/01/2023 11:43;69,505;70,109
723;27/01/2023 11:43;27/01/2023 11:43;69,505;70,112
724;27/01/2023 11:43;27/01/2023 11:43;69,51;70,098
725;27/01/2023 11:43;27/01/2023 11:43;69,507;70,112
726;27/01/2023 11:43;27/01/2023 11:43;69,519;70,115
727;27/01/2023 11:43;27/01/2023 11:43;69,513;70,118
728;27/01/2023 11:43;27/01/2023 11:43;69,516;70,121
729;27/01/2023 11:43;27/01/2023 11:43;69,516;70,109
730;27/01/2023 11:44;27/01/2023 11:44;69,513;70,115
731;27/01/2023 11:44;27/01/2023 11:44;69,519;70,112
732;27/01/2023 11:44;27/01/2023 11:44;69,516;70,118
733;27/01/2023 11:44;27/01/2023 11:44;69,516;70,109
734;27/01/2023 11:44;27/01/2023 11:44;69,524;70,115
735;27/01/2023 11:44;27/01/2023 11:44;69,521;70,115
736;27/01/2023 11:44;27/01/2023 11:44;69,524;70,109
737;27/01/2023 11:44;27/01/2023 11:44;69,521;70,118
738;27/01/2023 11:44;27/01/2023 11:44;69,53;70,115
739;27/01/2023 11:44;27/01/2023 11:44;69,521;70,118
740;27/01/2023 11:44;27/01/2023 11:44;69,536;70,123
741;27/01/2023 11:44;27/01/2023 11:44;69,536;70,118
742;27/01/2023 11:45;27/01/2023 11:45;69,533;70,129
743;27/01/2023 11:45;27/01/2023 11:45;69,533;70,132
744;27/01/2023 11:45;27/01/2023 11:45;69,533;70,126
745;27/01/2023 11:45;27/01/2023 11:45;69,524;70,132
746;27/01/2023 11:45;27/01/2023 11:45;69,53;70,126
747;27/01/2023 11:45;27/01/2023 11:45;69,533;70,126
748;27/01/2023 11:45;27/01/2023 11:45;69,53;70,135
749;27/01/2023 11:45;27/01/2023 11:45;69,53;70,129
750;27/01/2023 11:45;27/01/2023 11:45;69,538;70,126
751;27/01/2023 11:45;27/01/2023 11:45;69,53;70,135
752;27/01/2023 11:45;27/01/2023 11:45;69,536;70,123
753;27/01/2023 11:45;27/01/2023 11:45;69,53;70,143
754;27/01/2023 11:46;27/01/2023 11:46;69,527;70,123
755;27/01/2023 11:46;27/01/2023 11:46;69,533;70,132
756;27/01/2023 11:46;27/01/2023 11:46;69,53;70,129
757;27/01/2023 11:46;27/01/2023 11:46;69,53;70,126
758;27/01/2023 11:46;27/01/2023 11:46;69,53;70,126
759;27/01/2023 11:46;27/01/2023 11:46;69,533;70,135
760;27/01/2023 11:46;27/01/2023 11:46;69,527;70,135
761;27/01/2023 11:46;27/01/2023 11:46;69,527;70,146
762;27/01/2023 11:46;27/01/2023 11:46;69,53;70,126
763;27/01/2023 11:46;27/01/2023 11:46;69,527;70,121
764;27/01/2023 11:46;27/01/2023 11:46;69,524;70,121
765;27/01/2023 11:46;27/01/2023 11:46;69,533;70,121
766;27/01/2023 11:47;27/01/2023 11:47;69,524;70,126
767;27/01/2023 11:47;27/01/2023 11:47;69,53;70,115
768;27/01/2023 11:47;27/01/2023 11:47;69,536;70,118
769;27/01/2023 11:47;27/01/2023 11:47;69,53;70,123
770;27/01/2023 11:47;27/01/2023 11:47;69,533;70,118
771;27/01/2023 11:47;27/01/2023 11:47;69,527;70,118
772;27/01/2023 11:47;27/01/2023 11:47;69,533;70,121
773;27/01/2023 11:47;27/01/2023 11:47;69,536;70,121
774;27/01/2023 11:47;27/01/2023 11:47;69,541;70,126
775;27/01/2023 11:47;27/01/2023 11:47;69,538;70,121
776;27/01/2023 11:47;27/01/2023 11:47;69,536;70,129
777;27/01/2023 11:47;27/01/2023 11:47;69,541;70,135
778;27/01/2023 11:48;27/01/2023 11:48;69,533;70,146
779;27/01/2023 11:48;27/01/2023 11:48;69,533;70,129
780;27/01/2023 11:48;27/01/2023 11:48;69,544;70,14
781;27/01/2023 11:48;27/01/2023 11:48;69,536;70,135
782;27/01/2023 11:48;27/01/2023 11:48;69,536;70,143
783;27/01/2023 11:48;27/01/2023 11:48;69,538;70,137
784;27/01/2023 11:48;27/01/2023 11:48;69,533;70,154
785;27/01/2023 11:48;27/01/2023 11:48;69,536;70,16
786;27/01/2023 11:48;27/01/2023 11:48;69,544;70,146
787;27/01/2023 11:48;27/01/2023 11:48;69,538;70,152
788;27/01/2023 11:48;27/01/2023 11:48;69,538;70,174
789;27/01/2023 11:48;27/01/2023 11:48;69,538;70,152
790;27/01/2023 11:49;27/01/2023 11:49;69,538;70,171
791;27/01/2023 11:49;27/01/2023 11:49;69,536;70,177
792;27/01/2023 11:49;27/01/2023 11:49;69,536;70,188
793;27/01/2023 11:49;27/01/2023 11:49;69,544;70,18
794;27/01/2023 11:49;27/01/2023 11:49;69,547;70,166
795;27/01/2023 11:49;27/01/2023 11:49;69,538;70,174
796;27/01/2023 11:49;27/01/2023 11:49;69,536;70,163
797;27/01/2023 11:49;27/01/2023 11:49;69,541;70,16
798;27/01/2023 11:49;27/01/2023 11:49;69,538;70,154
799;27/01/2023 11:49;27/01/2023 11:49;69,544;70,149
800;27/01/2023 11:49;27/01/2023 11:49;69,538;70,14
801;27/01/2023 11:49;27/01/2023 11:49;69,541;70,149
802;27/01/2023 11:50;27/01/2023 11:50;69,544;70,14
803;27/01/2023 11:50;27/01/2023 11:50;69,538;70,152
804;27/01/2023 11:50;27/01/2023 11:50;69,541;70,129
805;27/01/2023 11:50;27/01/2023 11:50;69,536;70,129
806;27/01/2023 11:50;27/01/2023 11:50;69,544;70,129
807;27/01/2023 11:50;27/01/2023 11:50;69,53;70,135
808;27/01/2023 11:50;27/01/2023 11:50;69,538;70,132
809;27/01/2023 11:50;27/01/2023 11:50;69,541;70,137
810;27/01/2023 11:50;27/01/2023 11:50;69,541;70,16
811;27/01/2023 11:50;27/01/2023 11:50;69,536;70,132
812;27/01/2023 11:50;27/01/2023 11:50;69,538;70,14
813;27/01/2023 11:50;27/01/2023 11:50;69,533;70,129
814;27/01/2023 11:51;27/01/2023 11:51;69,53;70,135
815;27/01/2023 11:51;27/01/2023 11:51;69,536;70,135
816;27/01/2023 11:51;27/01/2023 11:51;69,544;70,14
817;27/01/2023 11:51;27/01/2023 11:51;69,536;70,137
818;27/01/2023 11:51;27/01/2023 11:51;69,541;70,146
819;27/01/2023 11:51;27/01/2023 11:51;69,536;70,152
820;27/01/2023 11:51;27/01/2023 11:51;69,541;70,16
821;27/01/2023 11:51;27/01/2023 11:51;69,533;70,16
822;27/01/2023 11:51;27/01/2023 11:51;69,544;70,154
823;27/01/2023 11:51;27/01/2023 11:51;69,536;70,149
824;27/01/2023 11:51;27/01/2023 11:51;69,533;70,16
825;27/01/2023 11:51;27/01/2023 11:51;69,536;70,143
826;27/01/2023 11:52;27/01/2023 11:52;69,536;70,14
827;27/01/2023 11:52;27/01/2023 11:52;69,538;70,146
828;27/01/2023 11:52;27/01/2023 11:52;69,538;70,152
829;27/01/2023 11:52;27/01/2023 11:52;69,538;70,14
830;27/01/2023 11:52;27/01/2023 11:52;69,538;70,14
831;27/01/2023 11:52;27/01/2023 11:52;69,538;70,16
832;27/01/2023 11:52;27/01/2023 11:52;69,538;70,146
833;27/01/2023 11:52;27/01/2023 11:52;69,538;70,149
834;27/01/2023 11:52;27/01/2023 11:52;69,544;70,149
835;27/01/2023 11:52;27/01/2023 11:52;69,538;70,16
836;27/01/2023 11:52;27/01/2023 11:52;69,536;70,154
837;27/01/2023 11:52;27/01/2023 11:52;69,536;70,166
838;27/01/2023 11:53;27/01/2023 11:53;69,541;70,14
839;27/01/2023 11:53;27/01/2023 11:53;69,544;70,152
840;27/01/2023 11:53;27/01/2023 11:53;69,536;70,154
841;27/01/2023 11:53;27/01/2023 11:53;69,533;70,146
842;27/01/2023 11:53;27/01/2023 11:53;69,538;70,152
843;27/01/2023 11:53;27/01/2023 11:53;69,541;70,16
844;27/01/2023 11:53;27/01/2023 11:53;69,538;70,149
845;27/01/2023 11:53;27/01/2023 11:53;69,544;70,146
846;27/01/2023 11:53;27/01/2023 11:53;69,538;70,152
847;27/01/2023 11:53;27/01/2023 11:53;69,536;70,163
848;27/01/2023 11:53;27/01/2023 11:53;69,538;70,169
849;27/01/2023 11:53;27/01/2023 11:53;69,538;70,157
850;27/01/2023 11:54;27/01/2023 11:54;69,547;70,183
851;27/01/2023 11:54;27/01/2023 11:54;69,538;70,183
852;27/01/2023 11:54;27/01/2023 11:54;69,536;70,152
853;27/01/2023 11:54;27/01/2023 11:54;69,544;70,16
854;27/01/2023 11:54;27/01/2023 11:54;69,538;70,146
855;27/01/2023 11:54;27/01/2023 11:54;69,538;70,146
856;27/01/2023 11:54;27/01/2023 11:54;69,536;70,163
857;27/01/2023 11:54;27/01/2023 11:54;69,544;70,18
858;27/01/2023 11:54;27/01/2023 11:54;69,536;70,171
859;27/01/2023 11:54;27/01/2023 11:54;69,541;70,146
860;27/01/2023 11:54;27/01/2023 11:54;69,536;70,157
861;27/01/2023 11:54;27/01/2023 11:54;69,541;70,146
